,Age,Gender,Education Level,Field,Years of Experience,Salary
1418,27.0,Female,Master's,Software Development,2.0,65000.0
1419,45.0,Male,PhD,Operations and Project Management,14.0,185000.0
1420,23.0,Female,Bachelor's,Software Development,1.0,55000.0
1421,36.0,Male,Master's,Software Development,7.0,130000.0
1422,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1423,33.0,Female,Master's,Software Development,5.0,120000.0
1424,38.0,Female,Master's,Software Development,10.0,155000.0
1425,51.0,Male,PhD,Software Development,16.0,190000.0
1426,27.0,Female,Master's,Software Development,3.0,100000.0
1427,37.0,Male,Master's,Software Development,9.0,150000.0
1428,44.0,Female,Master's,Operations and Project Management,12.0,170000.0
1429,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1430,38.0,Male,Master's,Software Development,10.0,155000.0
1431,54.0,Male,PhD,Software Development,17.0,195000.0
1432,49.0,Male,PhD,Software Development,15.0,185000.0
1433,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1434,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1435,31.0,Male,Master's,Software Development,7.0,140000.0
1436,25.0,Male,Bachelor's,Software Development,1.0,55000.0
1437,50.0,Male,PhD,Software Development,16.0,190000.0
1438,46.0,Male,PhD,Software Development,14.0,180000.0
1439,33.0,Male,Master's,Software Development,6.0,130000.0
1440,42.0,Male,PhD,Software Development,14.0,170000.0
1441,41.0,Male,PhD,Operations and Project Management,12.0,165000.0
1442,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1443,32.0,Male,Master's,Software Development,6.0,130000.0
1444,24.0,Male,Bachelor's,Software Development,1.0,60000.0
1445,44.0,Female,Master's,Software Development,11.0,170000.0
1446,36.0,Male,Master's,Software Development,7.0,140000.0
1447,28.0,Female,Master's,Software Development,4.0,110000.0
1448,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1449,37.0,Male,Master's,Software Development,9.0,145000.0
1450,54.0,Male,PhD,Software Development,16.0,190000.0
1451,58.0,Male,PhD,Software Development,17.0,200000.0
1452,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1453,30.0,Male,Bachelor's,Software Development,4.0,95000.0
1454,27.0,Female,Master's,Software Development,3.0,100000.0
1455,54.0,Male,PhD,Software Development,17.0,195000.0
1456,49.0,Male,PhD,Software Development,15.0,185000.0
1457,38.0,Male,Master's,Software Development,10.0,155000.0
1458,54.0,Male,PhD,Software Development,18.0,195000.0
1459,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1460,56.0,Male,PhD,Software Development,17.0,195000.0
1461,31.0,Male,Master's,Software Development,7.0,140000.0
1462,42.0,Male,PhD,Software Development,14.0,170000.0
1463,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1464,37.0,Male,Master's,Software Development,9.0,150000.0
1465,24.0,Female,Bachelor's,Software Development,1.0,60000.0
1466,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1467,42.0,Male,PhD,Software Development,14.0,170000.0
1468,24.0,Female,Bachelor's,Software Development,1.0,55000.0
1469,28.0,Female,Bachelor's,Software Development,3.0,80000.0
1470,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1471,31.0,Male,Master's,Software Development,7.0,140000.0
1472,43.0,Male,PhD,Software Development,13.0,180000.0
1473,27.0,Female,Master's,Software Development,2.0,70000.0
1474,49.0,Male,PhD,Software Development,15.0,185000.0
1475,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1476,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1477,40.0,Male,PhD,Software Development,12.0,160000.0
1478,36.0,Male,Master's,Software Development,8.0,140000.0
1479,54.0,Male,PhD,Software Development,17.0,195000.0
1480,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1481,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1482,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1483,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1484,54.0,Male,PhD,Software Development,17.0,195000.0
1485,32.0,Male,Master's,Software Development,6.0,130000.0
1486,38.0,Male,Master's,Software Development,10.0,155000.0
1487,49.0,Male,PhD,Software Development,15.0,185000.0
1488,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1489,54.0,Male,PhD,Software Development,17.0,195000.0
1490,31.0,Male,Master's,Operations and Project Management,7.0,135000.0
1491,24.0,Male,Bachelor's,Software Development,1.0,55000.0
1492,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1493,27.0,Female,Master's,Software Development,2.0,70000.0
1494,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1495,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1496,37.0,Male,Master's,Software Development,9.0,150000.0
1497,56.0,Male,PhD,Software Development,17.0,195000.0
1498,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1499,54.0,Male,PhD,Software Development,17.0,195000.0
1500,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1501,49.0,Male,PhD,Software Development,15.0,185000.0
1502,27.0,Female,Master's,Software Development,2.0,70000.0
1503,38.0,Male,Master's,Software Development,10.0,155000.0
1504,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1505,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1506,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1507,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1508,54.0,Male,PhD,Software Development,17.0,195000.0
1509,37.0,Male,Master's,Software Development,9.0,150000.0
1510,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1511,27.0,Female,Master's,Software Development,2.0,70000.0
1512,49.0,Male,PhD,Software Development,15.0,185000.0
1513,31.0,Male,Master's,Operations and Project Management,7.0,135000.0
1514,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1515,54.0,Male,PhD,Software Development,17.0,195000.0
1516,38.0,Male,Master's,Software Development,10.0,155000.0
1517,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1518,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1519,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1520,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1521,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1522,54.0,Male,PhD,Software Development,17.0,195000.0
1523,37.0,Male,Master's,Software Development,9.0,150000.0
1524,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1525,27.0,Female,Master's,Software Development,2.0,70000.0
1526,34.0,Male,Bachelor's,Software Development,5.0,95000.0
1527,43.0,Female,Master's,Software Development,12.0,170000.0
1528,27.0,Male,Bachelor's,Software Development,2.0,75000.0
1529,56.0,Female,PhD,Software Development,18.0,210000.0
1530,32.0,Male,Master's,Software Development,7.0,135000.0
1531,40.0,Male,PhD,Software Development,12.0,160000.0
1532,23.0,Male,Bachelor's,Software Development,1.0,55000.0
1533,46.0,Male,PhD,Operations and Project Management,16.0,190000.0
1534,41.0,Female,PhD,Operations and Project Management,11.0,165000.0
1535,28.0,Female,Bachelor's,Software Development,3.0,80000.0
1536,34.0,Male,Bachelor's,Software Development,6.0,120000.0
1537,49.0,Male,PhD,Software Development,15.0,185000.0
1538,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1539,54.0,Male,PhD,Software Development,16.0,190000.0
1540,36.0,Male,Master's,Software Development,8.0,140000.0
1541,33.0,Male,Master's,Software Development,6.0,130000.0
1542,27.0,Female,Master's,Software Development,2.0,70000.0
1543,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1544,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1545,38.0,Male,Master's,Software Development,10.0,155000.0
1546,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1547,54.0,Male,PhD,Software Development,17.0,195000.0
1548,31.0,Male,Master's,Software Development,7.0,140000.0
1549,32.0,Male,Master's,Software Development,6.0,130000.0
1550,38.0,Female,Master's,Software Development,10.0,155000.0
1551,51.0,Male,PhD,Software Development,16.0,190000.0
1552,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1553,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1554,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1555,27.0,Female,Master's,Software Development,3.0,100000.0
1556,49.0,Male,PhD,Software Development,15.0,185000.0
1557,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1558,31.0,Male,Master's,Operations and Project Management,7.0,135000.0
1559,40.0,Female,PhD,Software Development,12.0,160000.0
1560,24.0,Male,Bachelor's,Software Development,1.0,55000.0
1561,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1562,42.0,Male,PhD,Software Development,14.0,170000.0
1563,24.0,Female,Bachelor's,Software Development,1.0,55000.0
1564,28.0,Female,Bachelor's,Software Development,3.0,80000.0
1565,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1566,31.0,Male,Master's,Software Development,7.0,140000.0
1567,43.0,Male,PhD,Software Development,13.0,180000.0
1568,27.0,Female,Master's,Software Development,2.0,70000.0
1569,49.0,Male,PhD,Software Development,15.0,185000.0
1570,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1571,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1572,40.0,Male,PhD,Software Development,12.0,160000.0
1573,36.0,Male,Master's,Software Development,8.0,140000.0
1574,54.0,Male,PhD,Software Development,17.0,195000.0
1575,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1576,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1577,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1578,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1579,54.0,Male,PhD,Software Development,17.0,195000.0
1580,32.0,Male,Master's,Software Development,6.0,130000.0
1581,38.0,Male,Master's,Software Development,10.0,155000.0
1582,49.0,Male,PhD,Software Development,15.0,185000.0
1583,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1584,54.0,Male,PhD,Software Development,17.0,195000.0
1585,31.0,Male,Master's,Operations and Project Management,7.0,135000.0
1586,24.0,Male,Bachelor's,Software Development,1.0,55000.0
1587,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1588,27.0,Female,Master's,Software Development,2.0,70000.0
1589,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1590,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1591,37.0,Male,Master's,Software Development,9.0,150000.0
1592,56.0,Male,PhD,Software Development,17.0,195000.0
1593,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1594,54.0,Male,PhD,Software Development,17.0,195000.0
1595,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1596,49.0,Male,PhD,Software Development,15.0,185000.0
1597,54.0,Male,PhD,Software Development,17.0,195000.0
1598,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1599,42.0,Male,PhD,Software Development,14.0,170000.0
1600,38.0,Male,Master's,Software Development,10.0,155000.0
1601,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1602,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1603,31.0,Male,Master's,Software Development,7.0,140000.0
1604,54.0,Male,PhD,Software Development,17.0,195000.0
1605,36.0,Male,Master's,Software Development,8.0,140000.0
1606,27.0,Female,Master's,Software Development,2.0,70000.0
1607,49.0,Male,PhD,Software Development,15.0,185000.0
1608,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1609,31.0,Male,Master's,Operations and Project Management,7.0,135000.0
1610,40.0,Female,PhD,Software Development,12.0,160000.0
1611,24.0,Male,Bachelor's,Software Development,1.0,55000.0
1612,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1613,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1614,27.0,Female,Master's,Software Development,3.0,100000.0
1615,49.0,Male,PhD,Software Development,15.0,185000.0
1616,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1617,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1618,40.0,Male,PhD,Software Development,12.0,160000.0
1619,36.0,Male,Master's,Software Development,8.0,140000.0
1620,54.0,Male,PhD,Software Development,17.0,195000.0
1621,27.0,Male,Bachelor's,Software Development,2.0,70000.0
1622,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1623,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1624,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1625,54.0,Male,PhD,Software Development,17.0,195000.0
1626,32.0,Male,Master's,Software Development,6.0,130000.0
1627,38.0,Male,Master's,Software Development,10.0,155000.0
1628,49.0,Male,PhD,Software Development,15.0,185000.0
1629,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1630,54.0,Male,PhD,Software Development,17.0,195000.0
1631,31.0,Male,Master's,Operations and Project Management,7.0,135000.0
1632,24.0,Male,Bachelor's,Software Development,1.0,55000.0
1633,48.0,Male,PhD,Operations and Project Management,16.0,190000.0
1634,27.0,Female,Master's,Software Development,2.0,70000.0
1635,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1636,44.0,Male,Master's,Operations and Project Management,11.0,170000.0
1637,37.0,Male,Master's,Software Development,9.0,150000.0
1638,56.0,Male,PhD,Software Development,17.0,195000.0
1639,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1640,54.0,Male,PhD,Software Development,17.0,195000.0
1641,31.0,Male,Master's,Operations and Project Management,6.0,125000.0
1642,49.0,Male,PhD,Software Development,15.0,185000.0
1643,54.0,Male,PhD,Software Development,17.0,195000.0
1644,27.0,Male,Bachelor's,Software Development,3.0,80000.0
1645,42.0,Male,PhD,Software Development,14.0,170000.0
1646,38.0,Male,Master's,Software Development,10.0,155000.0
1647,36.0,Male,Bachelor's,Software Development,7.0,120000.0
1648,29.0,Female,Master's,Software Development,3.0,90000.0
1649,41.0,Female,PhD,Software Development,14.0,180000.0
1650,33.0,Male,Bachelor's,Software Development,7.0,130000.0
1651,42.0,Male,PhD,Software Development,12.0,170000.0
1652,28.0,Male,Bachelor's,Software Development,2.0,70000.0
1653,55.0,Male,PhD,Software Development,18.0,210000.0
1654,26.0,Female,Master's,Software Development,1.0,55000.0
1655,47.0,Male,PhD,Operations and Project Management,16.0,190000.0
1656,44.0,Female,PhD,Software Development,11.0,165000.0
1657,30.0,Male,Master's,Software Development,5.0,105000.0
1658,39.0,Female,Master's,Software Development,11.0,160000.0
1659,32.0,Male,Bachelor's,Software Development,6.0,110000.0
1660,50.0,Male,PhD,Software Development,17.0,195000.0
1661,27.0,Male,Bachelor's,Software Development,3.0,85000.0
1662,46.0,Male,PhD,Operations and Project Management,14.0,180000.0
1663,25.0,Female,Bachelor's,Software Development,1.0,55000.0
1664,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1665,35.0,Male,Bachelor's,Software Development,8.0,140000.0
1666,29.0,Female,Master's,Software Development,3.0,90000.0
1667,40.0,Female,PhD,Software Development,12.0,160000.0
1668,35.0,Male,Bachelor's,Software Development,8.0,145000.0
1669,41.0,Male,PhD,Operations and Project Management,13.0,185000.0
1670,30.0,Male,Master's,Software Development,5.0,105000.0
1671,33.0,Male,Bachelor's,Software Development,6.0,110000.0
1672,55.0,Male,PhD,Software Development,18.0,210000.0
1673,26.0,Female,Master's,Software Development,1.0,55000.0
1674,47.0,Male,PhD,Operations and Project Management,16.0,190000.0
1675,44.0,Female,PhD,Software Development,11.0,165000.0
1676,30.0,Male,Master's,Software Development,5.0,105000.0
1677,39.0,Female,Master's,Software Development,11.0,160000.0
1678,32.0,Male,Bachelor's,Software Development,6.0,110000.0
1679,50.0,Male,PhD,Software Development,17.0,195000.0
1680,27.0,Male,Bachelor's,Software Development,3.0,85000.0
1681,46.0,Male,PhD,Operations and Project Management,14.0,180000.0
1682,25.0,Female,Bachelor's,Software Development,1.0,55000.0
1683,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1684,35.0,Male,Bachelor's,Software Development,8.0,140000.0
1685,29.0,Female,Master's,Software Development,3.0,90000.0
1686,40.0,Female,PhD,Software Development,12.0,160000.0
1687,35.0,Male,Bachelor's,Software Development,8.0,145000.0
1688,41.0,Male,PhD,Operations and Project Management,13.0,185000.0
1689,30.0,Male,Master's,Software Development,5.0,105000.0
1690,33.0,Male,Bachelor's,Software Development,6.0,110000.0
1691,55.0,Male,PhD,Software Development,18.0,210000.0
1692,26.0,Female,Master's,Software Development,1.0,55000.0
1693,47.0,Male,PhD,Operations and Project Management,16.0,190000.0
1694,44.0,Female,PhD,Software Development,11.0,165000.0
1695,30.0,Male,Master's,Software Development,5.0,105000.0
1696,39.0,Female,Master's,Software Development,11.0,160000.0
1697,32.0,Male,Bachelor's,Software Development,6.0,110000.0
1698,50.0,Male,PhD,Software Development,17.0,195000.0
1699,27.0,Male,Bachelor's,Software Development,3.0,85000.0
1700,46.0,Male,PhD,Operations and Project Management,14.0,180000.0
1701,25.0,Female,Bachelor's,Software Development,1.0,55000.0
1702,43.0,Male,PhD,Operations and Project Management,13.0,185000.0
1703,35.0,Male,Bachelor's,Software Development,8.0,140000.0
1704,29.0,Female,Master's,Software Development,3.0,90000.0
1705,40.0,Female,PhD,Software Development,12.0,160000.0
1706,35.0,Male,Bachelor's,Software Development,8.0,145000.0
1707,41.0,Male,PhD,Operations and Project Management,13.0,185000.0
1708,30.0,Male,Master's,Software Development,5.0,105000.0
